epoch,acc,loss,val_acc,val_loss
0,0.975422943072,0.0832423540604,0.981697097421,0.0636628082022
1,0.979642744855,0.0697780829912,0.982250142097,0.061246006377
2,0.979959223292,0.0675689534037,0.98205780983,0.0590878687799
3,0.98015645543,0.0663078568585,0.982304677367,0.0579350370914
4,0.980322741595,0.0653348963755,0.98251850605,0.0580928575248
5,0.980416368788,0.064646989649,0.982559975982,0.056699238345
6,0.980499554862,0.0640079092417,0.98269790113,0.0564456801862
7,0.980585748803,0.0634758611064,0.98272741437,0.0563063137233
8,0.980660058661,0.0630168539638,0.98266851306,0.0568176908419
9,0.980736473701,0.062607653183,0.982689070702,0.0561687199399
10,0.980798071168,0.0622597663795,0.982878673077,0.0552458884194
11,0.980867771745,0.0618710554208,0.978642269969,0.0708949817345
12,0.980920511701,0.0615672882186,0.982839906216,0.0557118114084
13,0.980980325027,0.0612474931397,0.982768088579,0.0554340418428
14,0.981038662575,0.0609462724457,0.982879069448,0.0550596302375
15,0.981099904581,0.0606683025502,0.982526388764,0.0558301305398
