epoch,acc,loss,val_acc,val_loss
0,0.976970308483,0.0787118999843,0.981861123443,0.0627770097926
1,0.979605873736,0.0701397059099,0.982366982102,0.0605993850157
2,0.97979240398,0.0688485525731,0.982007339597,0.0624702829868
3,0.979894319101,0.0680321905498,0.982326984406,0.0590706577525
4,0.97998507763,0.0674194413708,0.982375532389,0.0588984629139
5,0.980043506471,0.0670827244033,0.982355824113,0.0596014533192
6,0.980094013539,0.0667388692823,0.982617250085,0.0581298748031
7,0.980137671872,0.0664682395485,0.982236948609,0.0588153306395
8,0.980169969873,0.0662800976681,0.982179817557,0.0605804949999
9,0.980196990512,0.0660944049413,0.982514432073,0.0590260453522
10,0.980209865689,0.0659013822621,0.982270538807,0.0585575161502
11,0.980254675085,0.0656800245846,0.982328486443,0.058237714693
12,0.980264243668,0.0655220705189,0.98256162405,0.0577731002122
13,0.980272322395,0.0654258954539,0.982550606132,0.0574025152251
14,0.980295859998,0.0652901968651,0.982427766919,0.0573635531589
15,0.980319750125,0.0651711690263,0.982509934902,0.0570945311338
16,0.980326842276,0.0651258490025,0.982319107652,0.0577253276482
