epoch,acc,loss,val_acc,val_loss
0,0.977305417169,0.0798388661437,0.981984493136,0.0628566469997
1,0.979797997832,0.0684756641523,0.981664177775,0.0612776758149
2,0.980129379673,0.0662576942247,0.982440152764,0.0577230585739
3,0.980313630191,0.0649368894317,0.982632613182,0.0568714717403
4,0.980461475687,0.0640059109588,0.982769995928,0.0561250992119
5,0.980602370815,0.0632255279307,0.982891049981,0.0556050850078
6,0.980701892994,0.0625913202776,0.982989528775,0.0555453397334
7,0.980807866671,0.0620485906933,0.982864531875,0.0556411854923
8,0.980913000985,0.061551170746,0.982795295119,0.0552349891514
9,0.98100362574,0.0610611917959,0.982732445002,0.0553190570325
10,0.981102309227,0.0605949734388,0.982952800393,0.0548022378236
11,0.981192380862,0.0601346484965,0.982725799084,0.055301907286
12,0.981293915662,0.0596895491454,0.982891726494,0.0552031513304
13,0.981384920803,0.0592901360277,0.982839909196,0.0557053258643
14,0.981471034494,0.0589098446755,0.98290437758,0.0550487756729
