epoch,acc,loss,val_acc,val_loss
0,0.978925775233,0.0771977357312,0.743349566311,0.600425618887
1,0.979513817381,0.0715834029539,0.978875408322,0.0719775327947
2,0.979764701843,0.0694897983276,0.981141590327,0.0646293309517
3,0.979929917514,0.0682390812695,0.981045699865,0.064211429609
