epoch,acc,loss,val_acc,val_loss
0,0.978650538694,0.0732965426398,0.982504084706,0.0580254321918
1,0.98012969845,0.0658864989098,0.982755702734,0.0574914162979
2,0.980309656712,0.0644919604879,0.9827591151,0.0564518591389
3,0.980414780557,0.0637365202846,0.982900574803,0.0554662236944
4,0.980494010438,0.0632269789136,0.982969263196,0.0544662505388
5,0.980548117724,0.0628041209582,0.983103102446,0.0546732958406
6,0.980601683031,0.0624789111343,0.983051419258,0.0542755691335
7,0.980641731642,0.0622207686034,0.983164173365,0.0547042587772
8,0.980674891992,0.0620083366544,0.98304066658,0.0552423121408
9,0.980707300327,0.061826296699,0.983044740558,0.0544580068439
10,0.980734931859,0.0616679612012,0.983055084944,0.0545984324068
11,0.980760099037,0.0615345490446,0.983061349392,0.0538094438612
12,0.98078741008,0.0613969565908,0.983106085658,0.0541345238686
13,0.980803806018,0.0612889502089,0.983144184947,0.054098903574
14,0.980829341639,0.0611777868085,0.983065694571,0.054131263122
15,0.980841190105,0.0610861046717,0.98306569159,0.0536827210337
16,0.980863058708,0.0610001782575,0.983120641112,0.0537722848356
17,0.980880042786,0.060912733416,0.983043664694,0.054069958441
