epoch,acc,loss,val_acc,val_loss
0,0.979160442878,0.0770994893509,0.981702391058,0.0647957148496
1,0.97981915546,0.0697573635876,0.981748232991,0.0612703070976
2,0.980032057396,0.0683071292984,0.981368334591,0.063127332367
3,0.980121953238,0.0676828218146,0.98208976984,0.0602224204224
4,0.980184869815,0.0673437027781,0.981633026153,0.0616035305429
5,0.9801961925,0.0672242539518,0.981166348606,0.0636427790858
6,0.980206051434,0.0671594548037,0.981650707126,0.0629141099751
7,0.980180082573,0.0672424640984,0.981647442281,0.0612477304414
8,0.980144133069,0.0674814984815,0.981344669312,0.0630133643746
9,0.980074733764,0.0679034646446,0.981802773476,0.0634451467078
