epoch,acc,loss,val_acc,val_loss
0,0.979143279699,0.076754088078,0.982197907567,0.0618008257821
1,0.979777727062,0.0707648382167,0.982395133376,0.0609681950882
2,0.979919904221,0.0696806447249,0.982378125191,0.060007170774
3,0.980028012352,0.069044759008,0.982544609904,0.0591489126906
4,0.980106272676,0.0685597035248,0.982487481833,0.0589400202036
5,0.980147535237,0.0682188202962,0.982305628061,0.0591306095943
6,0.980179594235,0.0679276305004,0.982551547885,0.0591712037101
7,0.980220651486,0.0676047056493,0.982503259182,0.0607757201418
8,0.980250356425,0.0673964010816,0.982726350427,0.0591441335157
9,0.980265396747,0.0672588622915,0.982704570889,0.0589245120063
10,0.980288444172,0.0671603890271,0.982434299588,0.0592157103121
11,0.980287186883,0.0670764113577,0.982687699795,0.0587077952921
12,0.9802910421,0.0669796889309,0.982856509089,0.0576389413327
13,0.980300771963,0.0668819721382,0.982618066669,0.0593202259392
14,0.980315292738,0.0667843532718,0.98270919323,0.058121699281
15,0.980334710761,0.0666264106252,0.982771494985,0.0577765444294
16,0.980366840926,0.0664339690479,0.982790672779,0.0579713683575
17,0.980384288051,0.0662840695395,0.982770264149,0.0575615040958
18,0.980394616712,0.0662183851234,0.982512924075,0.0598375827074
19,0.980417441422,0.0661049148854,0.982823181152,0.0578278494999
20,0.980430296313,0.0660360735167,0.98279774189,0.0573860919103
21,0.980425717126,0.0659624440812,0.982754212618,0.0578083226457
22,0.980426907886,0.0658872213242,0.982760873437,0.0579684043303
23,0.980442329959,0.0658152640123,0.982776254416,0.0590594198555
24,0.980449387074,0.0658033643853,0.982660090923,0.0577959664166
25,0.980445595741,0.0657569403567,0.982747277617,0.0575532115996
26,0.980452713067,0.0657443402606,0.982722124457,0.0571847762913
27,0.980462286884,0.0657515857166,0.982709059119,0.0585968602449
28,0.980468992894,0.0657383755676,0.982818010449,0.0572839960456
29,0.980464149096,0.0657483651042,0.982660225034,0.0587535196915
30,0.980465516762,0.0657410583625,0.9826911062,0.0573756618425
31,0.980468043425,0.0657591103464,0.982746732235,0.0573501197621
32,0.980467286608,0.0657628985996,0.982676821947,0.0586087660864
