epoch,acc,loss,val_acc,val_loss
0,0.974977047736,0.0903970713782,0.981306041777,0.0668691239785
1,0.979275010727,0.0741076139607,0.981782783568,0.0642831586301
2,0.979615115447,0.0716930956404,0.982088273019,0.0622600758914
3,0.979846830113,0.0701540225605,0.982217074931,0.061572573497
4,0.980026697002,0.0689893682999,0.982378678024,0.0605529772816
5,0.980155687907,0.0681240725032,0.982360720634,0.0604173337109
6,0.980262182106,0.0674761378724,0.982452127337,0.05975097958
7,0.980356013899,0.0669433965302,0.982492382079,0.05968672866
8,0.980433763602,0.0664701509831,0.982527890056,0.0593455919297
9,0.980490667771,0.0660683880156,0.982493338734,0.0592077588895
10,0.980562230592,0.0656392321976,0.982573852688,0.058819075278
11,0.980630734677,0.0652702467948,0.982487485558,0.0589534026803
12,0.980683930053,0.0649771212018,0.982322088629,0.0592060910771
13,0.980760519456,0.0646279242523,0.98248244971,0.0591078979895
14,0.98081538729,0.0643646315413,0.982423836738,0.0591742623132
15,0.981016962577,0.0635749879004,0.982523662597,0.0586002764292
16,0.981088881181,0.0632491452674,0.982503265887,0.0586729627335
17,0.981123758909,0.0630786316397,0.982487486303,0.0586130130803
18,0.981161527818,0.0629256001353,0.982460150868,0.0588583813515
19,0.981191269582,0.0628064530534,0.982463410497,0.0588323797099
20,0.981220865242,0.0627297526495,0.982507210225,0.0587648710702
21,0.981228834244,0.0626596780925,0.982493341714,0.0588347871788
