epoch,acc,loss,val_acc,val_loss
0,0.975332043865,0.0893633729287,0.981569507718,0.0672231076285
1,0.979432246848,0.0720933147168,0.982417026162,0.0616531023756
2,0.979746779333,0.0699809237034,0.982493057847,0.0607539257035
3,0.979960557016,0.0683449610262,0.982465723157,0.0596643652767
4,0.980129478184,0.0669675213139,0.982749044895,0.0583144718781
5,0.980264824185,0.0659635280635,0.982825627923,0.0574974160641
6,0.980373057604,0.0651590773904,0.982948032022,0.0571286771446
7,0.98047700883,0.0645448577194,0.982840582728,0.0566773740575
8,0.980572170659,0.0640326826444,0.982773533463,0.0567250560969
9,0.980653546832,0.0635579487654,0.982900977135,0.0561978511512
10,0.980736732244,0.0631382389434,0.982861813903,0.0566504890099
11,0.980817193378,0.0627341723185,0.982815423608,0.0562019713223
12,0.980895195094,0.0623565005653,0.982866558433,0.0562573101372
13,0.980977835037,0.0619830422774,0.982804951072,0.0565704409033
14,0.981054743387,0.061652977726,0.982824262977,0.0564913662151
15,0.981118880543,0.0613037434166,0.982783320546,0.0566769724712
