epoch,acc,categorical_mean_squared_error,loss,val_acc,val_categorical_mean_squared_error,val_loss
0,0.978388356136,513444.55605,0.137297854998,0.98049428463,547417.610156,0.123595362715
1,0.978388356493,514295.316099,0.13685432186,0.98049428463,547417.610156,0.123724039551
