epoch,acc,loss,val_acc,val_loss
0,0.977615694219,0.0758061673513,0.982308888435,0.0591383548453
1,0.980137864611,0.0659839559529,0.982508695126,0.0578586257994
2,0.98062776377,0.0631664881286,0.982593050599,0.0571778519079
3,0.98114720493,0.0605279609798,0.982720884681,0.0562097236514
4,0.981581527786,0.0584432744391,0.982497009635,0.0568484723568
5,0.981909981738,0.0569822744639,0.982561758161,0.0570591757074
6,0.98215949324,0.0558853692392,0.982329145074,0.0583466824144
7,0.982354695298,0.0550017369931,0.982592079043,0.0577645666897
8,0.98250756733,0.0542838610011,0.982523944974,0.0582490632311
9,0.982635586088,0.0537171658427,0.982508715987,0.0583792664111
