epoch,acc,loss,val_acc,val_loss
0,0.978761514989,0.0827666490037,0.98095062077,0.0732142414898
1,0.978824619629,0.0813378626223,0.98100271225,0.0729077965021
2,0.978832568093,0.0812614800463,0.981063386798,0.0723283790052
3,0.978838707599,0.0811894809468,0.981056308746,0.0721673689783
4,0.978830819206,0.081184257632,0.981055089831,0.0720390735194
5,0.978835956693,0.0812094752287,0.981035232544,0.0722219565883
6,0.978829123855,0.0812463763004,0.981030735373,0.0726267609745
7,0.978829864925,0.0812521449002,0.98106366396,0.0720315156505
8,0.978826251583,0.0812990380038,0.981026384234,0.0720429686829
9,0.978827865156,0.0813138908988,0.981034824252,0.0726154880598
10,0.97883165055,0.081305408404,0.98102774322,0.0727310126647
11,0.978829575647,0.0813446867818,0.980991974473,0.0721975224093
12,0.978830010934,0.0813944991299,0.981049093604,0.0722995165735
13,0.97882470287,0.0814174045663,0.980968984962,0.0729445677251
