epoch,acc,loss,val_acc,val_loss
0,0.978254024056,0.0933172747398,0.980494302511,0.085450462997
1,0.978388356371,0.0925707173496,0.980494302511,0.0854454856366
2,0.978388356729,0.0925402157591,0.980494302511,0.0854983180761
3,0.978388356577,0.0925036335371,0.980494302511,0.085465599969
4,0.978388356957,0.0924865930934,0.980494302511,0.0855340387672
5,0.978388356133,0.0924779179028,0.980494302511,0.0855601429939
6,0.978388356967,0.0924742738862,0.980494302511,0.0854802574962
7,0.978388356371,0.0924750192707,0.980494302511,0.085409443453
8,0.978388356415,0.0924699572785,0.980494302511,0.0854569688439
9,0.978388356707,0.0924643922191,0.980494302511,0.0854720942676
10,0.978388356935,0.0924604445249,0.980494302511,0.0854690883309
11,0.978388356577,0.0924462095662,0.980494302511,0.0854428831488
12,0.978388356935,0.0924591542794,0.980494302511,0.085502820462
13,0.978388356816,0.0924468765557,0.980494302511,0.085476237908
