epoch,acc,loss,val_acc,val_loss
0,0.977612711636,0.0774375887825,0.982203894854,0.060540060699
1,0.979862556848,0.0680543118681,0.982676959038,0.0579165447503
2,0.980086417773,0.0664527099654,0.98258433342,0.0591247713193
3,0.980226892547,0.0655078380081,0.982700631022,0.0567982560024
4,0.980324945786,0.0648342160461,0.982820191979,0.0566715694964
5,0.980409130898,0.0643081462817,0.98259358108,0.0578023616225
6,0.980468813083,0.0638917462304,0.982924240828,0.055719519034
7,0.980537520506,0.0634695014127,0.982907092571,0.0561472043395
8,0.980593939738,0.0630950098139,0.982870647311,0.0558580417186
9,0.98065198118,0.0627851139768,0.982753950357,0.0566994788125
10,0.980690628431,0.0625467342748,0.982898792624,0.0556577507406
11,0.98074126275,0.0622921903926,0.982709601521,0.0562163032591
12,0.980782469316,0.0620802497078,0.982826441526,0.0559413157403
13,0.980820086663,0.0618875774795,0.982779377699,0.0559524718672
14,0.980857881795,0.0617033776092,0.982937297225,0.0553237149492
