epoch,acc,loss,val_acc,val_loss
0,0.974814601476,0.131042134486,0.981029132009,0.0704174682498
1,0.979459980558,0.0719380964224,0.981920880079,0.0634803513065
2,0.979855948746,0.0689396858188,0.982176175714,0.0610138351098
3,0.980076327096,0.0673505565998,0.982543677092,0.0590253399685
4,0.9802010889,0.0663353249329,0.982459762692,0.0589334670454
5,0.980293520971,0.0656648752889,0.98267198801,0.0584290640429
6,0.980353201568,0.0650913467881,0.982705923915,0.0579943977296
7,0.980416995287,0.064504583522,0.982793012261,0.0570546776056
8,0.980466107141,0.0641168131822,0.982819804549,0.056524014473
9,0.980513855539,0.0637583500973,0.982783049345,0.056935714744
10,0.980535572507,0.063540529626,0.982892978191,0.0563003817573
11,0.980569393651,0.0633187141906,0.983098220825,0.0553632544354
12,0.980606714471,0.0630961955755,0.982973486185,0.0560159280896
13,0.980643983126,0.0628655660515,0.983045750856,0.0555330071598
14,0.980645962211,0.0628157177879,0.983068174124,0.0553261529654
15,0.980672042538,0.0626374084001,0.983123373985,0.0553461916745
16,0.980694751647,0.0625149379528,0.98307902813,0.0552602758631
17,0.98072532113,0.0623640513803,0.983112993836,0.0550455430523
18,0.980742312518,0.062229253438,0.983122551441,0.0549241039902
19,0.9807542496,0.0621436071782,0.983037221432,0.055250107497
20,0.98077260465,0.0620230750455,0.983027538657,0.0551290605217
21,0.980793287017,0.0619054360745,0.983154669404,0.0549626385793
22,0.980805206478,0.061824696978,0.983154445887,0.0550598317757
23,0.980823803663,0.0617275142229,0.98295546174,0.0553344190121
24,0.980826037743,0.0617015147351,0.983140933514,0.0547775315121
25,0.980844310961,0.061603894552,0.983097085357,0.0548222968355
26,0.980857095675,0.0615527421124,0.983201178908,0.0543487312272
27,0.980869244196,0.0614565850456,0.983190193772,0.0542644066736
28,0.980877155564,0.0614099466381,0.983231955767,0.0543998328969
29,0.980881407266,0.061367403915,0.983308783174,0.0541594050825
30,0.980897104448,0.0612926998609,0.983170482516,0.0547206284478
31,0.980903573193,0.0612307449308,0.983169135451,0.0544897571206
32,0.980909930121,0.0612014515925,0.983172655106,0.0544820349663
33,0.980918721405,0.0611790101159,0.98311046958,0.0548432031646
34,0.980921270907,0.0611248367629,0.983200404048,0.0542797578499
35,0.980928683682,0.0611032291644,0.983156171441,0.054622002691
